question_id,question
Q02461,do you want to watch a tournament online
Q01777,do you want a map with driving directions
Q02741,what can i tell you about wilsons disease
Q02861,what price range are you looking at for a hayride in pennsylvania
Q00678,are you looking for a specific kind of maps and images
Q01064,are you looking for the definition of angular cheilitis
Q00945,are you looking for mitchell colleges tuition rates
Q02670,there are some interesting articles on preventing forearm pain are you interested
Q03930,would you like us to show you where to buy figs and other fresh fruit locally
Q00835,are you looking for flame designs for a tattoo
Q02910,what type of car do you want parts for
Q03646,would you like to know what animals are native to madagascar
Q02007,do you want to know about the source of the video game
Q01889,do you want the lyrics to the whole song
Q00959,are you looking for only the 2008 results
Q01363,are you trying to find films that ron howard directed
Q01376,are you trying to find uses for cannellini beans
Q01379,are you trying to know the warranty period of hp mini 2140
Q01844,do you want more information about the benefits of an elliptical trainer
Q02979,when do you want to take a gmat prep class
Q03088,which type of land surveyor are you interested in
Q02230,do you want to know the news about the border wall
Q02648,may i provide you medical definition of premature ventricular contractions
Q00907,are you looking for information on the purpose of joints
Q01627,do you need directions to your local vet
Q01817,do you want information about fees for indexed annuities
Q00862,are you looking for homeopathic remedies for a sore throat
Q02419,do you want to recycle used car parts
Q01323,are you seeking locations of beauty supplies in your area to make such purchase
Q02191,do you want to know the cost of an appraisal
Q03102,who are your favorite chefs
Q02738,what breed of bobcat are you looking for more information about
Q03432,would you like to know about the television show mister rogers neighborhood
Q02524,how many bedrooms do you want
Q00206,are you interested in flowers of a certain region
Q00991,are you looking for reviews of djs
Q00473,are you interested in the music man
Q00544,are you interested in what george bush srs policies were
Q03364,would you like to know a location to find dog clean bags
Q01286,are you referring to the time magazine essay
Q00154,are you interested in black celebrities
Q02079,do you want to know how to become one
Q03168,would you like a list of quotes by mister rogers
Q03759,would you like to learn more about how african american music influenced other genres of music
Q00764,are you looking for before or after results of flooding in manville nj due to hurricane irene
Q03367,would you like to know about awards the uss cole has won
Q02709,what are the memory options available for raspberry pi
Q00035,are you asking about the movie doctor zhivago
Q02061,do you want to know how much dnr costs
Q00844,are you looking for gas grill instruction
Q01001,are you looking for rice university
Q01829,do you want information on jobs in arkansas
Q02677,want to hear about related mayo clinic research
Q01590,do you need a retailer near you
Q00257,are you interested in jobs available in maryland department of natural resources
Q00464,are you interested in the medical ethics of treating jehovahs witnesses
Q03410,would you like to know about south african food
Q02705,what amount of investment income are you using the capital gains tax rate for
Q00084,are you interested in a list of companies in which you can get credit reports
Q00214,are you interested in getting a quote for coverage
Q00362,are you interested in raffles hotels and resorts
Q00121,are you interested in a specific type of penguin
Q00762,are you looking for bart travel schedules
Q03653,would you like to know what effects blood pressure and cholesterol
Q02585,is there a certain state that you are interested in seeing battles for
Q02178,do you want to know the benefit of carpenterter bee
Q00034,are you asking about the evolution of plants or animals
Q03791,would you like to read some reviews of the ritz carlton lake las vegas
Q03546,would you like to know more about the declaration of independence
Q00209,are you interested in fred rogers
Q01241,are you referring to putter golf
Q03763,would you like to learn more about the declaration of independence
Q01859,do you want reviews of the hp mini 2140
Q00382,are you interested in seeing art that features the colors black and gold
Q02885,what specifically do you need to know about fidel castro
Q03630,would you like to know the symptoms of a tooth abscess
Q01449,are you wondering what probe visited uranus
Q01912,do you want to buy merchandise with the patron saint of mental illness on it
Q03472,would you like to know how the war ended
Q00685,are you looking for a specific part of missouri
Q01303,are you searching for an image for lipoma
Q02594,is there a specific material it needs to be made from wood cement tin
Q01576,do you need 403b calculator
Q02551,how would you like to cook your pork tenderloin
Q03117,why type of hobby arts and crafts or sports
Q01749,do you study road maps
Q00194,are you interested in example of thank you letters for interview
Q01968,do you want to know about a specific person
Q02586,is there a certain type of dj you are looking for
Q03613,would you like to know the location of the headquarters of the company bobcat
Q00136,are you interested in any specific activities at university of carolina
Q02365,do you want to know who was involved in the missions
Q02217,do you want to know the location of fickle creek farm
Q01979,do you want to know about grilling meat
Q00128,are you interested in aj raffles
Q01810,do you want his biography
Q00491,are you interested in the rules for equipment of golf
Q03197,would you like current events stories about the cherokee tribe
Q01260,are you referring to the greek god or the pc
Q00805,are you looking for directions to a disneyland hotel
Q03577,would you like to know the age should to start buying best long term care insurance
Q00867,are you looking for how to use mgb
Q03128,woud you like a list of items made from iron
Q00996,are you looking for reviews of the music man
Q02944,what would you like to know about electronic skeet shoot
Q03629,would you like to know the symptoms of a dog in heat
Q01767,do you want a list of firms that are currently hiring paralegals
Q03479,would you like to know how to catch moths
Q02574,is information needed on best ways to care for the garden once planted
Q02414,do you want to read articles about the tax rate or know the tax rate percentage
Q03318,would you like to buy the dvd of er tv show
Q01381,are you trying to locate the causes for lipoma
Q00908,are you looking for information on the tv show mister rogers or the movie about him
Q02521,how is a carotid cavernous fistula diagnosed
Q03494,would you like to know how to watch tv on your computer
Q02833,what kind of school subject are you interested in making the halloween activities for
Q01414,are you wanting to know more about the entrance requirements
Q02728,what aspect of the last supper painting are you interested in
Q02555,i can find a lesson plan for a class related to it would you be interested
Q01670,do you need more information about different kinds of air travel
Q02463,do you want to watch funny penguin videos
Q02616,is there any specific music genre you are interested in
Q02865,what problems with the ford edge are you asking about transmission liftgate brakes etc
Q00197,are you interested in finding a local tattoo shop that does flame design
Q02716,what are you using the design for
Q00784,are you looking for companies to build a fence for you
Q00238,are you interested in how pvc is made
Q01374,are you trying to find specific toilet parts
Q01031,are you looking for specific information related to parents of children with ocd
Q00297,are you interested in learning more about ralph owen brewseter
Q00763,are you looking for bedroom furniture
Q03564,would you like to know of any bobcats for sale
Q02242,do you want to know the responsibilities of a paralegal
Q00088,are you interested in a map of the sangre de cristo mountains
Q03587,would you like to know the climate figs are found in
Q02723,what area of your home would you like to organize
Q00116,are you interested in a specific season of inuyasha
Q01083,are you looking for the nearest junck yard
Q03377,would you like to know about early signs of a heart attack
Q01756,do you want a crossword puzzle about idaho
Q03035,which martha stewart and imclone television show episdoe are you looking for
Q00643,are you looking for a map of afghanistan
Q03301,would you like to book a hotel there
Q02313,do you want to know when orcas island was discovered
Q00291,are you interested in learning how to write a thank you letter after an interview
Q02260,do you want to know their hours of operation
Q01232,are you referring to fruit or tech company
Q03483,would you like to know how to get your vldl levels tested
Q02386,do you want to learn more about solar water fountains
Q00982,are you looking for quick balding cures
Q01161,are you looking to go to the nearest golf course
Q00329,are you interested in music streaming
Q01355,are you trying to determine how well you did
Q01498,did you want to know how to treat mad cow disease
Q03611,would you like to know the latest news about balding cures
Q00749,are you looking for any specific photos
Q02785,what history details of teddy bears would you like to know
Q01716,do you need to know how long to cook pork tenderloin
Q02052,do you want to know how many rules of golf there are
Q02706,what are in interested in about va dmv registration
Q01826,do you want information on how many people successfully quit smoking
Q02282,do you want to know what horse hooves are made from
Q03225,would you like information about their breeding
Q02672,there are some really big ones want to know more
Q02048,do you want to know how many gps satellites are active
Q00221,are you interested in hair dye color remover
Q01908,do you want to buy a book on this topic
Q03125,will you be making this at home or at a commercial kitchen
Q00407,are you interested in the basic rules of golf
Q01266,are you referring to the lab in seattle
Q01904,do you want to attend the indiana state fair
Q02657,regarding food stamps in iowa are you looking for eligibility information
Q01228,are you referring to elvis presleys hometown
Q03811,would you like to see a list of nearby occupational therapist offices
Q00189,are you interested in dreams interpretations involving snakes
Q00776,are you looking for casinos in kansas city missouri
Q02050,do you want to know how many people were killed
Q01766,do you want a list of dinosaur names
Q01983,do you want to know about natural or artificial satellites
Q03398,would you like to know about magnesium rich foods that are kid friendly
Q03045,which of the benefits of yoga are you interested in
Q03073,which starbucks location do you need information for
Q02451,do you want to sell furniture
Q02714,what are you trying to find in brazil
Q03186,would you like a sample of capital gains worksheet
Q03343,would you like to find out how much you owe
Q03767,would you like to look up where you can get golf equipment
Q02387,do you want to learn more about the demographics in the schools
Q01555,do you know what an indexed annuity is
Q03044,which of sun tzus writings are you interested in
Q01496,did you want to know about whether or not jehovahs witnesses believe in healthcare
Q00372,are you interested in recipes you can make with figs fresh or dried
Q01647,do you need information for group or individual ticket prices for tours of the uss yorktown
Q01402,are you wanting the titles of mothers day songs
Q03390,would you like to know about iron deficiencies
Q03691,would you like to know where in the bible the seven deadly sins are mentioned
Q03051,which part of cass county are you referring to
Q02596,is there a specific neighborhood you are interested in
Q01687,do you need technical support related to your service
Q03516,would you like to know mitchell colleges acceptance rate
Q02412,do you want to read about it
Q03820,would you like to see a map of roosevelt island
Q03099,which year archives are you looking for
Q01284,are you referring to the specific company
Q01843,do you want more informaiton about grilling vegtables
Q00863,are you looking for homeopathic sore throat treatments
Q02291,do you want to know what madam cj walker is famous for
Q00889,are you looking for information on any specific internet technology
Q03550,would you like to know more about the history behind the gs pay scale
Q01236,are you referring to lymphoma in the mouth
Q00191,are you interested in easy earth day activities
Q00788,are you looking for continental plate boundaries
Q03101,who are you interested in learning about who has that quote attributed to them
Q02794,what is a formfactor of the device you are looking
Q01291,are you referring to the watch brand
Q00075,are you interested in a calculator for child support payments
Q01579,do you need a hotel
Q00925,are you looking for lab jobs
Q03591,would you like to know the definition of the word mean
Q00319,are you interested in miniature golf or standard golf
Q02164,do you want to know more about the technology behind satellites
Q01765,do you want a list of departments within the va dmv registration
Q01455,are you wondering where disneyland hotels are located
Q02032,do you want to know hours of operation
Q00193,are you interested in electronic keyboard reviews
Q02853,what nba records are you interested in
Q01108,are you looking for transit routes to oakland from bart sf
Q02362,do you want to know who the main actor is in er tv show
Q01821,do you want information about von willebrand disease in dogs
Q02268,do you want to know what barrets esophagus is
Q00204,are you interested in finding rock and gem shows near you
Q02375,do you want to learn about our president
Q03154,would you like a graph to be included with the results
Q03205,would you like directions to the nearest parts store
Q00067,are you inquiring about mister rogers the show or mister rogers the television personality
Q02241,do you want to know the qualifications necessary to become a paralegal
Q00758,are you looking for arkansas history
Q00668,are you looking for a specific carotid cavernous fistula treatment
Q03181,would you like a map of nearby locations where you can recycle lead acid batteries
Q00110,are you interested in a specific designer dog breed
Q02954,what would you like to know about the collaborative nature of wiki
Q01331,are you suffering pain in one of your joints
Q03050,which part of brazil do you need a map for
Q01847,do you want more information on low carb feets
Q00789,are you looking for coupons
Q03497,would you like to know if hes chinese of japanese
Q02231,do you want to know the number of available jobs on the website
Q00769,are you looking for biological information on his family
Q01619,do you need directions to french lick resort and casino
Q01950,do you want to go to arkansas
Q00492,are you interested in the salary of an occupational therapist
Q03004,which area of manville nj floods are you most interested in
Q03482,would you like to know how to get to the american military university
Q00995,are you looking for reviews of the home theater systems
Q03292,would you like to ask dr zhivago a question
Q02516,how far back do you want to learn about black history
Q01692,do you need the address or location for the company
Q02389,do you want to learn more about the risk factors
Q02579,is the education needed to become one what you are looking for
Q00087,are you interested in a map of capitol hill
Q03146,would you be interested in learning more about martha stewart and imclones history
Q01443,are you wondering the temperature of uranus
Q03531,would you like to know more about indian culture and history
Q02841,what level of schooling are you interested in gaining the advantages to social networking sites
Q00354,are you interested in property
Q02583,is there a certain genre of music you prefer
Q03062,which president are you looking for
Q03177,would you like a list of withdrawn candidates
Q00345,are you interested in pet health supplies
Q02110,do you want to know how you get education advantages from using social networking sites
Q01919,do you want to call
Q01728,do you need to know what fidel castro did for cuba
Q00098,are you interested in a recipe for grilled chicken
Q03321,would you like to buy tickets to california
Q00153,are you interested in benefits of yoga classes
Q01213,are you referring to a software
Q00472,are you interested in the music from inuyasha
Q03053,which part of connecticut are you interested in
Q02013,do you want to know about worm castings
Q02566,in what monh are you looking for hayrides
Q01300,are you searching for a map that shows the bodies of water in brazil
Q02245,do you want to know the size of the planet
Q03892,would you like to see the base pay scale for 2018
Q00895,are you looking for information on jobs
Q01717,do you need to know how to get rid of carpenterter bees
Q03303,would you like to book a room in raffles hotel in dubai
Q02377,do you want to learn about the law
Q00593,are you looking for a biography of fred rogers
Q00359,are you interested in purchasing traverse city whiskey
Q03506,would you like to know if there is a cure
Q01067,are you looking for the definition to lipoma
Q00465,are you interested in the medical term dnr
Q00585,are you intereted in the diet of bobcats
Q01216,are you referring to a specif type of dog clean up bag
Q00977,are you looking for prepaid phones
Q01120,are you looking for ways to get rid of carpenterter bee
Q01807,do you want good reviews or bad reviews
Q03417,would you like to know about the alien versus predator movie
Q01334,are you talking about a psychology book
Q03547,would you like to know more about the duties of a paralegal
Q03397,would you like to know about madam cj walkers products
Q02237,do you want to know the prayer of that patron saint
Q02946,what would you like to know about his family
Q03602,would you like to know the history of culpeper national cemetary
Q00016,are there any specific educational advantages you want to know more about while using social networking sites
Q01880,do you want the history of fickle creek farm
Q00519,are you interested in treatment or managment options
Q02400,do you want to make an appointment with doctor zhivago
Q01167,are you looking to purchase old or collector coins
Q01093,are you looking for the stock symbol avp
Q02866,what project do you want to use the pvc for
Q00338,are you interested in ocd in children
Q02469,do you what to know about evolution
Q03061,which portion of the united states are you looking at
Q02001,do you want to know about the latest research in lymphoma in dogs
Q00560,are you interested in which teddy bears are the most expensive in the world
Q02084,do you want to know how to display your computer on a tv
Q02924,what type of keyboard reviews are you looking for
Q03105,who is fidel castro
Q01611,do you need contact information for the university of phoenix
Q02735,what brand of electronic skeet shoot are you inquiring about
Q02535,how much damage can f5 tornado take
Q02198,do you want to know the date for this saturday
Q01404,are you wanting to find a class on the education of the disease of diabetes
Q02449,do you want to see what wilsons disease does to the eyes
Q03340,would you like to find appraisers near you
Q03170,would you like a list of rock and gem shows in 2018
Q02759,what dates are you planning on traveiing
Q01589,do you need a reservation at the ritz carlton in las vegas
Q01975,do you want to know about distinctive features of a flowering plant
Q00045,are you concerned if the food pyramid is out of date
Q00436,are you interested in the fruit or are you looking for the clothing brand that sells scrubs
Q00963,are you looking for paralegal job opportunities
Q03406,would you like to know about raspberry pi camera
Q01276,are you referring to the nbc television show
Q03825,would you like to see a picture of the usda food pyramid
Q02136,do you want to know if there is tour information on the us capitol map
Q00822,are you looking for educational materials about diversity
Q00828,are you looking for evolution of people
Q02888,what state is mitchell college in
Q01529,do you have a preference of the casino in french lick
Q00905,are you looking for information on the music man musical
Q01380,are you trying to learn the korean language
Q03407,would you like to know about raspberry pi os
Q02094,do you want to know how to navigate to your history on your browser
Q03711,would you like to know where you can find them
Q03588,would you like to know the colors of the afghanistan flag
Q02349,do you want to know which planets have been reached by nasa technology
Q03002,which are you interested in onshore or offshore wind power generation
Q03722,would you like to know who carries this product
Q00693,are you looking for a specific tractor model
Q03750,would you like to learn about the unc campuses
Q01508,did you want to know what the most popular cell phones are
Q03074,which state of lymphoma in dogs are you referring to
Q00849,are you looking for gps accessories
Q02799,what is ralph owen brewsters background
Q00968,are you looking for physical locations of dmv offices
Q00052,are you disposing of your dog waste at home or in a designated area
Q00644,are you looking for a map of continental plates
Q02501,have you got any specific question regarding furniture size
Q00237,are you interested in how much you can get from this program
Q01424,are you wanting writings by the pastor
Q03317,would you like to buy the book the art of war
Q00113,are you interested in a specific part
Q01537,do you have any medical conditions
Q01170,are you looking to rent a scooter
Q00476,are you interested in the origin of the nile
Q02883,what specific type of electronic skeet shoot are you interested in
Q01573,do you mean the department of natural resources
Q03334,would you like to figure out iron alloys used to make stainless steel
Q00981,are you looking for purdue university sports
Q00438,are you interested in the full names of all of the past presidents of the united states
Q02491,for what route are you seeking information
Q03514,would you like to know its interpretation by the us supreme court
Q00864,are you looking for homes or demographic information
Q02233,do you want to know the nutritional content of rice
Q01037,are you looking for step by step instructions on how to do this
Q01270,are you referring to the move
Q01267,are you referring to the machine or person
Q01413,are you wanting to know more about jehovahs witnesses and blood transfusions
Q00167,are you interested in calculating a mean value
Q01885,do you want the location of the indiana state fairgrounds
Q01177,are you more interested in anecdotal aspects of his life
Q02953,what would you like to know about the civil right movement
Q03017,which countrys civil rights movement are you interested in
Q01867,do you want stepbystep directions
Q00200,are you interested in finding out the difference between an indexed and variable annuity
Q02802,what is the doctors name at this facility that you want
Q01175,are you looking to take a class about diabetes
Q02211,do you want to know the holder of the nba career scoring record
Q03362,would you like to kinow the phone nummber to arkadelphia health club
Q00722,are you looking for activity summeries of the volcanoes that the hawaiian volcano observatories is currently watching
Q02035,do you want to know how an indexed annuity works
Q01673,do you need need information related to unemployed services in michigan
Q01313,are you searching for the chorus of i will survive
Q03785,would you like to read reliability reports on the ford edge
Q03000,which american revolution battles are you interested in
Q02196,do you want to know the cost of treatment
Q00339,are you interested in ocd medications
Q01930,do you want to find a book
Q01122,are you looking for ways to watch er
Q02073,do you want to know how rice is grown
Q02167,do you want to know more songs from gloria gaynor
Q02402,do you want to move to dutchess county
Q02467,do you want wording of child support laws
Q01954,do you want to hear pittsburgh penguin news
Q01023,are you looking for specific courses
Q03769,would you like to marinate your pork tenderloin
Q00839,are you looking for frank lloyd wrights family tree
Q00373,are you interested in remedies that are proven effective for treating a sore throat
Q00158,are you interested in boris pasternak
Q02627,is this a hobby where anyone can build things
Q02626,is this a hobby for child
Q00993,are you looking for reviews of gps apps
Q00398,are you interested in summaries of episodes of er tv show
Q03498,would you like to know if it is possible to weather strip a car
Q01203,are you referring to a crazy person
Q03427,would you like to know about the plumbing mechanisms of flushing
Q03127,wou you like to know more about 3in1 credit reports
Q03069,which size of teddy bear do you prefer small medium or large
Q01797,do you want dietary recommendations
Q01073,are you looking for the information about split rock restore
Q01853,do you want realistic or cartoonish designs
Q03492,would you like to know how to sew on a button
Q02010,do you want to know about the wars fought in afghanistan
Q03158,would you like a list of area doctors that can give professional advice on dieting
Q03621,would you like to know the reading level of the novel
Q00916,are you looking for irons melting point
Q02359,do you want to know who should take the test
Q00572,are you interested leaning about carpal tunnel syndrome symptoms
Q02064,do you want to know how much the average charitable donation is
Q02864,what problem is your horse having with their hooves
Q01657,do you need information on residential or business
Q02569,in what year are you looking for hayrides
Q02376,do you want to learn about the history of dieting
Q01910,do you want to buy a map of the capitol of the us
Q00952,are you looking for nearby classes
Q02684,want to learn about trusses for such a roof
Q00384,are you interested in seeing barack obamas family
Q03535,would you like to know more about ocd
Q00662,are you looking for a second hand music store near you
Q03293,would you like to be friends on facebook with arkadelphia health club
Q01526,do you have a cough as well
Q02331,do you want to know where the uss yorktown is currently located
Q00522,are you interested in types of pvc pipe
Q00326,are you interested in moth life cycle
Q02481,do you wnat to decorate with rock art
Q02637,is unc the name of a game
Q03090,which type of moth are you looking for
Q02329,do you want to know where the patron saint of mental illness was originated
Q00807,are you looking for directions to churchill downs
Q00178,are you interested in crafts or worksheets
Q03387,would you like to know about home remedies for joint pain
Q00079,are you interested in a coding bootcamp
Q01694,do you need the contact information for the sherwood regional library
Q00187,are you interested in downtown scottsdale or the historic core of the city
Q00683,are you looking for a specific movie
Q00666,are you looking for a special news
Q03136,would like to know about any specific sports team
Q01119,are you looking for used car parts from a particular period of time
Q02756,what country are you looking at the capital gains tax rate for
Q03395,would you like to know about madagascar economy
Q00370,are you interested in real estate near the sangre de cristo mountains
Q02296,do you want to know what sites you can watch tv on the computer at
Q02274,do you want to know what cities are on the us capitol map
Q02620,is there any specific web page on your mind
Q00285,are you interested in learning about what was used before the electronic medical record was invented
Q02106,do you want to know how to use the bowflex power pro
Q03556,would you like to know more about the short story by g k chesterton
Q02812,what is your price range
Q01320,are you seeking a local occupational therapist
Q00802,are you looking for different kinds of djs
Q03176,would you like a list of websites that show workouts for elliptical trainers
Q00300,are you interested in learning more about the symptoms
Q03541,would you like to know more about sliding glass doors
Q02559,i can show you locations where you can buy organic products do you want me to do it
Q02868,what revolutionary general would you like to know about
Q02564,if youre interested in recipes would you like savory or sweet receipes do you have other specific ingredients in mind
Q01525,do you have a color preference of the flower
Q01408,are you wanting to hear more about jehovahs witnesses denying healthcare
Q03558,would you like to know more about throat cancer
Q02071,do you want to know how others have used that quote
Q03280,would you like the location of the arizona fish and game comission
Q03835,would you like to see articles about wedding budgeting
Q01020,are you looking for some statistics regarding the exposure of asbestos
Q02896,what time of year are you looking for mushrooms
Q00149,are you interested in barbados
Q02385,do you want to learn more about how blue throated hummingbirds mate
Q03677,would you like to know when rain man was released in theatres
Q02764,what do you need to know about wilsons disease
Q03905,would you like to see the top ten most popular nicolas cage movies
Q00283,are you interested in learning about the symptoms associated with asbestos poisioning
Q01841,do you want locations of rock art
Q00733,are you looking for an online or inperson gmat prep class
Q01155,are you looking to find out about the albums of the beatles
Q00635,are you looking for a list of er actors
Q02420,do you want to register to take the sat test
Q01435,are you wondering how to reduce your internet bill
Q03501,would you like to know if surgery is an option
Q00440,are you interested in the history of air travel
Q03326,would you like to conact a medical professional about this issue
Q02962,what would you like to know about wilsons disease
Q00263,are you interested in knowing what started the civil rights movement
Q01053,are you looking for the brands of butter and margarine
Q01423,are you wanting to visit this hospital because of a friend or family
Q00198,are you interested in finding cheap items on the internet
Q00078,are you interested in a certain length of pvc pipe
Q00672,are you looking for a specific energy related company
Q00645,are you looking for a map of the bart system
Q00409,are you interested in the benefits of wind power
Q01086,are you looking for the nearest store you can buy hp mini 2140
Q02644,is your volvo having a maintenance issue
Q02280,do you want to know what food they are famouss for
Q02623,is there one in particular you are interested in
Q01214,are you referring to a song called lump in throat
Q01520,do you already have a phone service
Q03940,would you want to know what is in a credit report
Q02100,do you want to know how to take care of it
Q03097,which viewpoint of the american revolutionary are you interested in
Q03493,would you like to know how to sign up for internet phone service
Q02081,do you want to know how to craft tools made of iron
Q03193,would you like an app on dreams interpretation
Q01740,do you need traveling assistance or direction
Q02004,do you want to know about the office of the president of the us
Q00792,are you looking for current news about afghanistan
Q03285,would you like the original bewitched cast
Q02380,do you want to learn how to calculate your vldl levels
Q03137,would like to know about where f5 tornadoes have struck
Q02128,do you want to know if martha stweart works for the company
Q00671,are you looking for a specific doctor at mayo clinic jacksonville fl
Q01195,are you playing soccer
Q02239,do you want to know the price to hire a dj
Q03665,would you like to know what political party ralph owen brewster was affiliated with
Q01570,do you mean educational advantages in career placement or college referrals
Q00824,are you looking for engineers in such field
Q01538,do you have any plant allergies
Q03489,would you like to know how to reduce clutter
Q01775,do you want a map of washington dc
Q01416,are you wanting to know the most commonly used drugs
Q01613,do you need direction to your new york hotel
Q00450,are you interested in the history of the pcoconos
Q00233,are you interested in how frank lloyd wright became an architect
Q03424,would you like to know about the dangers of asbestos removal
Q01146,are you looking to buy or lease
Q02537,how much do you know about markup language on wiki
Q01574,do you mean the home that elvis presley grew up in
Q01339,are you talking about the stock price of the giant
Q03927,would you like to watch an inuyasha movie
Q02413,do you want to read an encyclopedia entry on uranus
Q01168,are you looking to purchase or repair a unit
Q03133,would like a review of arkadelphia health club
Q03563,would you like to know more information about writing a thank you email
Q00755,are you looking for anything specific of a tv show
Q03647,would you like to know what are their most popular vehicles
Q01703,do you need to apply for a federal tax return online
Q03777,would you like to purchase universal animal cuts
Q02580,is the ps 2 games for a child or an adult
Q01803,do you want examples of ocd
Q01218,are you referring to a specific vehicle
Q02734,what brand of dark chocolate are you referring to
Q01697,do you need the number of patrols cars used by the tn highway patrol
Q00350,are you interested in price comparison of packages
Q00267,are you interested in knowng how to use a hair dye properly
Q01869,do you want stores with physical locations or online stores
Q02631,is this for mobility or fun
Q03376,would you like to know about different types of toilets
Q01081,are you looking for the medical billing code for this disorder
Q03353,would you like to hear about significant figures in african american music
Q00457,are you interested in the human services department
Q01354,are you trying to compare different ron howard movies
Q00616,are you looking for a directions to the new york hall of science in flushing meadows corona park
Q01428,are you wondering about soccer
Q01095,are you looking for the symptoms of lymphoma in dogs
Q02571,interested in the records michal jordan holds
Q02607,is there a specific type of diversity statistic you are looking for
Q00377,are you interested in ron howards personal life
Q02018,do you want to know an app that has maps of brazil
Q01774,do you want a map of the roads in brazil
Q03814,would you like to see a list of reporters of the rocky mountain news
Q01172,are you looking to see how long elvis presley lived in his home
Q00775,are you looking for career opportunities or educational learning online
Q03246,would you like money saving ideas regarding solar panels
Q01864,do you want some quotes from the movie
Q00845,are you looking for general information about teddy bears and are you looking to buy a teddy bear
Q00553,are you interested in where penguins live
Q03496,would you like to know if carpenterter bees skincare dangerous
Q02665,show videos of f5 tornado
Q01893,do you want the print or audiobook version
Q01503,did you want to know the amount of tourism dutchess county gets
Q02080,do you want to know how to cook with rice
Q02854,what other features are you looking for in a condo
Q00363,are you interested in raffles in which one can enter and win
Q03183,would you like a new toilet
Q03684,would you like to know where barbados is
Q02819,what kind of evidence are you looking for
Q01447,are you wondering what moths eat
Q02177,do you want to know the basics of wind power
Q02905,what type of activity are you looking for
Q01113,are you looking for treatments for carpal tunnel syndrome
Q01714,do you need to identify a moth
Q01246,are you referring to saturday or the verb
Q03624,would you like to know the rules of the wall game show
Q00911,are you looking for information related to tourism
Q02577,is someone you know experiencing a heart attack
Q00219,are you interested in group or solo lessons
Q02346,do you want to know which country has paid the highest average charitable donation amount
Q03349,would you like to find the nearest pampered chef consultant
Q01047,are you looking for the alexian brothers lay catholic order
Q00429,are you interested in the differences between male and female menopause
Q00873,are you looking for information about computer viruses
Q00741,are you looking for any specific heatrelated illness in dogs
Q01475,can we show you reviews of the original classic book the secret garden
Q00448,are you interested in the history of the korean language
Q03085,which type of chicken soup would you like to make
Q03422,would you like to know about the clinical strategies for medical care of jehovahs witnesses
Q00364,are you interested in raffles tv series
Q00638,are you looking for a list of movies ron howard directed
Q03615,would you like to know the major events of george bush srs presidency
Q01104,are you looking for toilet cleaners
Q02703,what ages do you want to know about education with social networking
Q03209,would you like find out where you can play electronic skeet shoot
Q00717,are you looking for accommodations in traverse city
Q02390,do you want to learn more about the risk factors for barretts esophagus
Q02688,were you interested in a free or paid budget calculator
Q01312,are you searching for required documentation for vehicle registration
Q02262,do you want to know what a designer dog breed is
Q01062,are you looking for the current performance of the music man
Q02558,i can show you information on bulk orders is it something that you might be interested in
Q03519,would you like to know more about animals that present lipomas
Q03897,would you like to see the final electoral college results or the entire process
Q00445,are you interested in the history of roosevelt island
Q02818,what kind of educational advantages would you like to understand while networking
Q02292,do you want to know what middle name is the most common for presidents
Q03753,would you like to learn about weather stripping
Q02539,how much do you report for your income
Q02914,what type of equipment do you have to look for them
Q00879,are you looking for information about the hoboken medical center
Q03896,would you like to see the difference between a 403b and 401k account
Q02884,what specific types of solar water fountains are you interested in
Q02820,what kind of historical information are you looking to learn ex origin geography natural history etc
Q02163,do you want to know more about the nasa voyager program
Q03324,would you like to compare different weather stripping products
Q02152,do you want to know more about obamas parents
Q03389,would you like to know about inventions related to music
Q02321,do you want to know where hoboken is
Q01370,are you trying to find out the difference between 401k and 403b
Q02124,do you want to know if expired eggs are safe to eat
Q02708,what are the features of f5 tornado
Q03233,would you like information on the university of north carolina unc
Q02428,do you want to see a picture of atypical squamous cells
Q02335,do you want to know where to buy vines for shade
Q03312,would you like to buy raspberry pi computer
Q02850,what model of wilson antenna are you inquiring about
Q02746,what characterisitc of the flower would you like to learn more about
Q02739,what breed of dog are you looking for
Q00435,are you interested in the folk remedies from a specific countries
Q00702,are you looking for a summary of the music man plot
Q03798,would you like to schedule an appointment with dr zhivago
Q02488,does your forearm hurt from twisting
Q03854,would you like to see information on fishing in arizona
Q00989,are you looking for restaurants that are selling chicken soup from scratch
Q03485,would you like to know how to increase your memory
Q03119,will they be stored in a refrigerator
Q02099,do you want to know how to start the feet
Q01358,are you trying to find a contractor
Q01129,are you looking for who invented the first instruments
Q00064,are you iinterested in a kenmore gas water heater
Q01255,are you referring to the college in new london conneticut
Q02729,what aspect of website desgin hosting are you interested in
Q02541,how much of your history did you want to see
Q02044,do you want to know how male vs female avps in a company
Q01593,do you need addresses
Q01682,do you need sat study materials
Q00781,are you looking for children coloring books
Q00240,are you interested in how the colors black and gold are formed in the color spectrum
Q01746,do you plan to sign up for coverage online
Q02849,what medications do you take for wilsons disease
Q03651,would you like to know what country volvo is located
Q00848,are you looking for government service
Q01022,are you looking for something to read
Q03832,would you like to see an instruction manual
Q03922,would you like to view the pros and cons of using wind power
Q01865,do you want songs that were released on mothers day in a specific year
Q03348,would you like to find retirement financial advisors
Q00750,are you looking for any specific pictures
Q00441,are you interested in the history of atari
